#separator:tab
#html:false
Genus_cof_DNP	back_card
Luxemburgia	Plantae - Tracheophyta - Magnoliopsida - Malpighiales - Ochnaceae     https://www.gbif.org/species/7326697     https://en.wikipedia.org/wiki/Luxemburgia     https://www.merriam-webster.com/dictionary/Luxemburgia
Securigera	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2946744     https://en.wikipedia.org/wiki/Securigera     https://www.merriam-webster.com/dictionary/Securigera
Synaptolepis	Plantae - Tracheophyta - Magnoliopsida - Malvales - Thymelaeaceae     https://www.gbif.org/species/7311423     https://en.wikipedia.org/wiki/Synaptolepis     https://www.merriam-webster.com/dictionary/Synaptolepis
Anemonidium	Plantae - Tracheophyta - Magnoliopsida - Ranunculales - Ranunculaceae     https://www.gbif.org/species/NA     https://en.wikipedia.org/wiki/NA     https://www.merriam-webster.com/dictionary/NA
Ludwigia	Plantae - Tracheophyta - Magnoliopsida - Myrtales - Onagraceae     https://www.gbif.org/species/3189286     https://en.wikipedia.org/wiki/Ludwigia     https://www.merriam-webster.com/dictionary/Ludwigia
Zizania	Plantae - Tracheophyta - Liliopsida - Poales - Poaceae     https://www.gbif.org/species/2703227     https://en.wikipedia.org/wiki/Zizania     https://www.merriam-webster.com/dictionary/Zizania
Zephyranthes	Plantae - Tracheophyta - Liliopsida - Asparagales - Amaryllidaceae     https://www.gbif.org/species/2859808     https://en.wikipedia.org/wiki/Zephyranthes     https://www.merriam-webster.com/dictionary/Zephyranthes
Leiothrix	Plantae - Tracheophyta - Liliopsida - Poales - Eriocaulaceae     https://www.gbif.org/species/2691180     https://en.wikipedia.org/wiki/Leiothrix     https://www.merriam-webster.com/dictionary/Leiothrix
Strigosella	Plantae - Tracheophyta - Magnoliopsida - Brassicales - Brassicaceae     https://www.gbif.org/species/3041300     https://en.wikipedia.org/wiki/Strigosella     https://www.merriam-webster.com/dictionary/Strigosella
Hortonia	Plantae - Tracheophyta - Magnoliopsida - Laurales - Monimiaceae     https://www.gbif.org/species/3234660     https://en.wikipedia.org/wiki/Hortonia     https://www.merriam-webster.com/dictionary/Hortonia
Apios	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2966790     https://en.wikipedia.org/wiki/Apios     https://www.merriam-webster.com/dictionary/Apios
Leucanthemum	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/5400948     https://en.wikipedia.org/wiki/Leucanthemum     https://www.merriam-webster.com/dictionary/Leucanthemum
Wiesnerella	Plantae - Marchantiophyta - Marchantiopsida - Marchantiales - Wiesnerellaceae     https://www.gbif.org/species/2688645     https://en.wikipedia.org/wiki/Wiesnerella     https://www.merriam-webster.com/dictionary/Wiesnerella
Reichardia	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/2965909     https://en.wikipedia.org/wiki/Reichardia     https://www.merriam-webster.com/dictionary/Reichardia
Pleiotaxis	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3092632     https://en.wikipedia.org/wiki/Pleiotaxis     https://www.merriam-webster.com/dictionary/Pleiotaxis
Spiranthera	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Rutaceae     https://www.gbif.org/species/3232940     https://en.wikipedia.org/wiki/Spiranthera     https://www.merriam-webster.com/dictionary/Spiranthera
Sextonia	Plantae - Tracheophyta - Magnoliopsida - Laurales - Lauraceae     https://www.gbif.org/species/3234674     https://en.wikipedia.org/wiki/Sextonia     https://www.merriam-webster.com/dictionary/Sextonia
Metopium	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Anacardiaceae     https://www.gbif.org/species/3190601     https://en.wikipedia.org/wiki/Metopium     https://www.merriam-webster.com/dictionary/Metopium
Siler	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/3232421     https://en.wikipedia.org/wiki/Siler     https://www.merriam-webster.com/dictionary/Siler
Hymenopappus	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3110166     https://en.wikipedia.org/wiki/Hymenopappus     https://www.merriam-webster.com/dictionary/Hymenopappus
Guevaria	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3138204     https://en.wikipedia.org/wiki/Guevaria     https://www.merriam-webster.com/dictionary/Guevaria
Pleiocarpa	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Apocynaceae     https://www.gbif.org/species/7316775     https://en.wikipedia.org/wiki/Pleiocarpa     https://www.merriam-webster.com/dictionary/Pleiocarpa
Ptaeroxylon	Plantae - Tracheophyta - Magnoliopsida - Sapindales - Rutaceae     https://www.gbif.org/species/7286416     https://en.wikipedia.org/wiki/Ptaeroxylon     https://www.merriam-webster.com/dictionary/Ptaeroxylon
Streptocarpus	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Gesneriaceae     https://www.gbif.org/species/3233500     https://en.wikipedia.org/wiki/Streptocarpus     https://www.merriam-webster.com/dictionary/Streptocarpus
Mandragora	Plantae - Tracheophyta - Magnoliopsida - Solanales - Solanaceae     https://www.gbif.org/species/2928728     https://en.wikipedia.org/wiki/Mandragora     https://www.merriam-webster.com/dictionary/Mandragora
Illigera	Plantae - Tracheophyta - Magnoliopsida - Laurales - Hernandiaceae     https://www.gbif.org/species/3234695     https://en.wikipedia.org/wiki/Illigera     https://www.merriam-webster.com/dictionary/Illigera
Lepidobotrys	Plantae - Tracheophyta - Magnoliopsida - Celastrales - Lepidobotryaceae     https://www.gbif.org/species/7297805     https://en.wikipedia.org/wiki/Lepidobotrys     https://www.merriam-webster.com/dictionary/Lepidobotrys
Spuriopimpinella	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/6027031     https://en.wikipedia.org/wiki/Spuriopimpinella     https://www.merriam-webster.com/dictionary/Spuriopimpinella
Hosta	Plantae - Tracheophyta - Liliopsida - Asparagales - Asparagaceae     https://www.gbif.org/species/9342215     https://en.wikipedia.org/wiki/Hosta     https://www.merriam-webster.com/dictionary/Hosta
Hellenia	Plantae - Tracheophyta - Liliopsida - Zingiberales - Costaceae     https://www.gbif.org/species/8189889     https://en.wikipedia.org/wiki/Hellenia     https://www.merriam-webster.com/dictionary/Hellenia
Raphia	Plantae - Tracheophyta - Liliopsida - Arecales - Arecaceae     https://www.gbif.org/species/2732374     https://en.wikipedia.org/wiki/Raphia     https://www.merriam-webster.com/dictionary/Raphia
Rhapis	Plantae - Tracheophyta - Liliopsida - Arecales - Arecaceae     https://www.gbif.org/species/2736732     https://en.wikipedia.org/wiki/Rhapis     https://www.merriam-webster.com/dictionary/Rhapis
Olneya	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2974563     https://en.wikipedia.org/wiki/Olneya     https://www.merriam-webster.com/dictionary/Olneya
Cerberiopsis	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Apocynaceae     https://www.gbif.org/species/7316939     https://en.wikipedia.org/wiki/Cerberiopsis     https://www.merriam-webster.com/dictionary/Cerberiopsis
Jumellea	Plantae - Tracheophyta - Liliopsida - Asparagales - Orchidaceae     https://www.gbif.org/species/2811182     https://en.wikipedia.org/wiki/Jumellea     https://www.merriam-webster.com/dictionary/Jumellea
Rhinacanthus	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Acanthaceae     https://www.gbif.org/species/3233825     https://en.wikipedia.org/wiki/Rhinacanthus     https://www.merriam-webster.com/dictionary/Rhinacanthus
Otochilus	Plantae - Tracheophyta - Liliopsida - Asparagales - Orchidaceae     https://www.gbif.org/species/2846644     https://en.wikipedia.org/wiki/Otochilus     https://www.merriam-webster.com/dictionary/Otochilus
Apoplanesia	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2959548     https://en.wikipedia.org/wiki/Apoplanesia     https://www.merriam-webster.com/dictionary/Apoplanesia
Pericopsis	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2940389     https://en.wikipedia.org/wiki/Pericopsis     https://www.merriam-webster.com/dictionary/Pericopsis
Genista	Plantae - Tracheophyta - Magnoliopsida - Fabales - Fabaceae     https://www.gbif.org/species/2940025     https://en.wikipedia.org/wiki/Genista     https://www.merriam-webster.com/dictionary/Genista
Buphthalmum	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/8293692     https://en.wikipedia.org/wiki/Buphthalmum     https://www.merriam-webster.com/dictionary/Buphthalmum
Sesuvium	Plantae - Tracheophyta - Magnoliopsida - Caryophyllales - Aizoaceae     https://www.gbif.org/species/3084879     https://en.wikipedia.org/wiki/Sesuvium     https://www.merriam-webster.com/dictionary/Sesuvium
Blutaparon	Plantae - Tracheophyta - Magnoliopsida - Caryophyllales - Amaranthaceae     https://www.gbif.org/species/3085045     https://en.wikipedia.org/wiki/Blutaparon     https://www.merriam-webster.com/dictionary/Blutaparon
Porlieria	Plantae - Tracheophyta - Magnoliopsida - Zygophyllales - Zygophyllaceae     https://www.gbif.org/species/7285868     https://en.wikipedia.org/wiki/Porlieria     https://www.merriam-webster.com/dictionary/Porlieria
Austrobaileya	Plantae - Tracheophyta - Magnoliopsida - Austrobaileyales - Austrobaileyaceae     https://www.gbif.org/species/7310245     https://en.wikipedia.org/wiki/Austrobaileya     https://www.merriam-webster.com/dictionary/Austrobaileya
Trapa	Plantae - Tracheophyta - Magnoliopsida - Myrtales - Lythraceae     https://www.gbif.org/species/3188756     https://en.wikipedia.org/wiki/Trapa     https://www.merriam-webster.com/dictionary/Trapa
Diplotaxis	Plantae - Tracheophyta - Magnoliopsida - Brassicales - Brassicaceae     https://www.gbif.org/species/3051461     https://en.wikipedia.org/wiki/Diplotaxis     https://www.merriam-webster.com/dictionary/Diplotaxis
Abelmoschus	Plantae - Tracheophyta - Magnoliopsida - Malvales - Malvaceae     https://www.gbif.org/species/3152705     https://en.wikipedia.org/wiki/Abelmoschus     https://www.merriam-webster.com/dictionary/Abelmoschus
Triplaris	Plantae - Tracheophyta - Magnoliopsida - Caryophyllales - Polygonaceae     https://www.gbif.org/species/6390747     https://en.wikipedia.org/wiki/Triplaris     https://www.merriam-webster.com/dictionary/Triplaris
Filipendula	Plantae - Tracheophyta - Magnoliopsida - Rosales - Rosaceae     https://www.gbif.org/species/2987968     https://en.wikipedia.org/wiki/Filipendula     https://www.merriam-webster.com/dictionary/Filipendula
Saxifraga	Plantae - Tracheophyta - Magnoliopsida - Saxifragales - Saxifragaceae     https://www.gbif.org/species/2987833     https://en.wikipedia.org/wiki/Saxifraga     https://www.merriam-webster.com/dictionary/Saxifraga
Frankenia	Plantae - Tracheophyta - Magnoliopsida - Caryophyllales - Frankeniaceae     https://www.gbif.org/species/2874684     https://en.wikipedia.org/wiki/Frankenia     https://www.merriam-webster.com/dictionary/Frankenia
Traversia	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3110325     https://en.wikipedia.org/wiki/Traversia     https://www.merriam-webster.com/dictionary/Traversia
Blepharis	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Acanthaceae     https://www.gbif.org/species/3233799     https://en.wikipedia.org/wiki/Blepharis     https://www.merriam-webster.com/dictionary/Blepharis
Dilatris	Plantae - Tracheophyta - Liliopsida - Commelinales - Haemodoraceae     https://www.gbif.org/species/2765902     https://en.wikipedia.org/wiki/Dilatris     https://www.merriam-webster.com/dictionary/Dilatris
Wachendorfia	Plantae - Tracheophyta - Liliopsida - Commelinales - Haemodoraceae     https://www.gbif.org/species/7986012     https://en.wikipedia.org/wiki/Wachendorfia     https://www.merriam-webster.com/dictionary/Wachendorfia
Macropidia	Plantae - Tracheophyta - Liliopsida - Commelinales - Haemodoraceae     https://www.gbif.org/species/9473366     https://en.wikipedia.org/wiki/Macropidia     https://www.merriam-webster.com/dictionary/Macropidia
Cleyera	Plantae - Tracheophyta - Magnoliopsida - Ericales - Pentaphylacaceae     https://www.gbif.org/species/3189626     https://en.wikipedia.org/wiki/Cleyera     https://www.merriam-webster.com/dictionary/Cleyera
Ammi	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/3034181     https://en.wikipedia.org/wiki/Ammi     https://www.merriam-webster.com/dictionary/Ammi
Leutea	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/6027370     https://en.wikipedia.org/wiki/Leutea     https://www.merriam-webster.com/dictionary/Leutea
Cleidion	Plantae - Tracheophyta - Magnoliopsida - Malpighiales - Euphorbiaceae     https://www.gbif.org/species/3073726     https://en.wikipedia.org/wiki/Cleidion     https://www.merriam-webster.com/dictionary/Cleidion
Minthostachys	Plantae - Tracheophyta - Magnoliopsida - Lamiales - Lamiaceae     https://www.gbif.org/species/7306763     https://en.wikipedia.org/wiki/Minthostachys     https://www.merriam-webster.com/dictionary/Minthostachys
Peliosanthes	Plantae - Tracheophyta - Liliopsida - Asparagales - Asparagaceae     https://www.gbif.org/species/9259041     https://en.wikipedia.org/wiki/Peliosanthes     https://www.merriam-webster.com/dictionary/Peliosanthes
Pyrrosia	Plantae - Tracheophyta - Polypodiopsida - Polypodiales - Polypodiaceae     https://www.gbif.org/species/3229304     https://en.wikipedia.org/wiki/Pyrrosia     https://www.merriam-webster.com/dictionary/Pyrrosia
Pseudocyclosorus	Plantae - Tracheophyta - Polypodiopsida - Polypodiales - Thelypteridaceae     https://www.gbif.org/species/7617835     https://en.wikipedia.org/wiki/Pseudocyclosorus     https://www.merriam-webster.com/dictionary/Pseudocyclosorus
Galinsoga	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3132547     https://en.wikipedia.org/wiki/Galinsoga     https://www.merriam-webster.com/dictionary/Galinsoga
Hoppea	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Gentianaceae     https://www.gbif.org/species/3230832     https://en.wikipedia.org/wiki/Hoppea     https://www.merriam-webster.com/dictionary/Hoppea
Hansenia	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/6592005     https://en.wikipedia.org/wiki/Hansenia     https://www.merriam-webster.com/dictionary/Hansenia
Xanthoselinum	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/7884891     https://en.wikipedia.org/wiki/Xanthoselinum     https://www.merriam-webster.com/dictionary/Xanthoselinum
Margaritopsis	Plantae - Tracheophyta - Magnoliopsida - Gentianales - Rubiaceae     https://www.gbif.org/species/2899694     https://en.wikipedia.org/wiki/Margaritopsis     https://www.merriam-webster.com/dictionary/Margaritopsis
Solenopsis	Plantae - Tracheophyta - Magnoliopsida - Asterales - Campanulaceae     https://www.gbif.org/species/9389639     https://en.wikipedia.org/wiki/Solenopsis     https://www.merriam-webster.com/dictionary/Solenopsis
Mediasia	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/6026551     https://en.wikipedia.org/wiki/Mediasia     https://www.merriam-webster.com/dictionary/Mediasia
Mutellina	Plantae - Tracheophyta - Magnoliopsida - Apiales - Apiaceae     https://www.gbif.org/species/6026331     https://en.wikipedia.org/wiki/Mutellina     https://www.merriam-webster.com/dictionary/Mutellina
Acilepis	Plantae - Tracheophyta - Magnoliopsida - Asterales - Asteraceae     https://www.gbif.org/species/3139969     https://en.wikipedia.org/wiki/Acilepis     https://www.merriam-webster.com/dictionary/Acilepis
Trimenia	Plantae - Tracheophyta - Magnoliopsida - Austrobaileyales - Trimeniaceae     https://www.gbif.org/species/3234601     https://en.wikipedia.org/wiki/Trimenia     https://www.merriam-webster.com/dictionary/Trimenia
